n,a,b,c,p,lambda,delta,chi_delta,ap_L_lambda,N,factorization_N,q,h,k,b_mov
12,4,22,46,10000019,8550742,9936,1,-4412,10004432,2^4;17^1;36781^1,36781,272,36780,855264
12,4,22,46,100000007,24637684,9936,-1,-1824,99998184,2^3;3^1;11^1;13^1;29137^1,29137,3432,14568,387151
12,4,22,46,1000000007,637681165,9936,-1,13928,1000013936,2^4;62500871^1,62500871,16,31250435,934305283
12,4,22,46,10000000019,7681159436,9936,-1,77200,10000077220,2^2;5^1;7^1;557^1;128239^1,128239,77980,128238,4259975
12,4,22,46,100000000003,27536231886,9936,1,-109084,100000109088,2^5;3^4;11^1;3507299^1,3507299,28512,3507298,128160910
12,4,22,46,1000000000039,536231884080,9936,1,633776,999999366264,2^3;3^2;12697^1;1093871^1,1093871,914184,546935,21802545
12,4,33,61,1009,734,39,-1,-10,1000,2^3;5^3,5,200,2,20
12,4,33,61,10007,5426,1214,-1,-132,9876,2^2;3^1;823^1,823,12,411,5462
12,4,33,61,100003,64107,21228,-1,196,100200,2^3;3^1;5^2;167^1,167,600,83,1379
12,4,33,61,1000003,540421,21228,1,212,999792,2^4;3^2;53^1;131^1,131,7632,13,260
12,4,33,61,10000019,729228,21228,1,3108,9996912,2^4;3^3;73^1;317^1,317,31536,158,3675
12,4,33,61,100000007,25211987,21228,1,-14976,100014984,2^3;3^2;1389097^1,1389097,72,694548,18457909
12,4,33,61,1000000007,245336351,21228,1,-39204,1000039212,2^2;3^2;17^1;1634051^1,1634051,612,817025,24426885
12,4,33,61,10000000019,2781232341,21228,-1,51952,10000051972,2^2;3593^1;695801^1,695801,14372,695800,23113976
12,4,33,61,100000000003,11192764275,21228,1,-427540,100000427544,2^3;3^2;1388894827^1,1388894827,72,231482471,8458649363
12,4,33,61,1000000000039,117015262866,21228,-1,-996240,999999003800,2^3;5^2;4999995019^1,4999995019,200,277777501,11073082617
12,4,46,78,1009,893,970,-1,58,1068,2^2;3^1;89^1,89,12,88,879
12,4,46,78,10007,502,9291,-1,-112,9896,2^3;1237^1,1237,8,309,4107
12,4,46,78,100003,85840,39312,-1,-100,99904,2^6;7^1;223^1,223,448,222,3688
12,4,46,78,1000003,990236,39312,1,-1292,1001296,2^4;62581^1,62581,16,2980,59397
12,4,46,78,10000019,5848608,39312,-1,-1492,9998528,2^6;156227^1,156227,64,78113,1816401
12,4,46,78,100000007,77533584,39312,-1,3432,100003440,2^4;3^1;5^1;269^1;1549^1,1549,64560,1548,41139
12,4,46,78,1000000007,808302815,39312,-1,-9592,999990416,2^4;37^1;109^1;15497^1,15497,64528,3874,115823
12,4,46,78,10000000019,573870576,39312,-1,-86424,9999913596,2^2;3^1;23^1;1997^1;18143^1,18143,551172,18142,602665
12,4,46,78,100000000003,85836385840,39312,-1,346036,100000346040,2^3;3^3;5^1;7^1;1361^1;9719^1,9719,10289160,9718,355108
12,4,46,78,1000000000039,199023199032,39312,-1,-1182884,999998817156,2^2;3^3;9259248307^1,9259248307,108,60124989,2396770682
12,4,61,97,1009,560,763,1,18,992,2^5;31^1,31,32,30,300
12,4,61,97,10007,7885,6306,1,-140,10148,2^2;43^1;59^1,59,172,29,386
12,4,61,97,100003,48022,66348,-1,608,100612,2^2;25153^1,25153,4,25152,417767
12,4,61,97,1000003,93870,66348,-1,1304,1001308,2^2;7^1;11^1;3251^1,3251,308,1625,32389
12,4,61,97,10000019,6972342,66348,1,-2232,10002252,2^2;3^1;13^1;97^1;661^1,661,15132,132,3070
12,4,61,97,100000007,14324473,66348,-1,8736,100008744,2^3;3^1;11^1;378821^1,378821,264,378820,10067303
12,4,61,97,1000000007,624525236,66348,1,24624,999975384,2^3;3^2;47^1;461^1;641^1,641,1560024,640,19135
12,4,61,97,10000000019,8974498119,66348,1,-105440,10000105460,2^2;5^1;19^1;26316067^1,26316067,380,26316066,874200790
12,4,61,97,100000000003,78621812266,66348,-1,-190148,99999809856,2^6;3^2;197^1;881273^1,881273,113472,440636,16101373
12,4,61,97,1000000000039,687466087928,66348,1,1799016,999998201024,2^6;37309^1;418799^1,418799,2387776,418798,16694603
12,6,22,52,1009,171,903,-1,14,1024,2^10,2,512,1,10
12,6,22,52,10007,9479,9984,1,-80,10088,2^3;13^1;97^1,97,104,12,160
12,6,22,52,100003,482,9984,1,-528,100532,2^2;41^1;613^1,613,164,51,848
12,6,22,52,1000003,774042,9984,-1,1332,1001336,2^3;7^1;17881^1,17881,56,745,14850
12,6,22,52,10000019,9278865,9984,1,2652,9997368,2^3;3^1;71^1;5867^1,5867,1704,5866,136406
12,6,22,52,100000007,17788464,9984,1,6768,99993240,2^3;3^2;5^1;37^1;7507^1,7507,13320,3753,99738
12,6,22,52,1000000007,870192315,9984,-1,3600,1000003608,2^3;3^2;13888939^1,13888939,72,6944469,207621241
12,6,22,52,10000000019,8509615402,9984,1,-131700,10000131720,2^3;3^1;5^1;47^1;223^1;7951^1,7951,1257720,3975,132047
12,6,22,52,100000000003,480769232,9984,1,155236,99999844768,2^5;3124995149^1,3124995149,32,3124995148,114191100964
12,6,22,52,1000000000039,408653846171,9984,-1,926828,1000000926868,2^2;59^1;1187^1;1447^1;2467^1,2467,405351004,822,32768
12,6,52,94,1009,128,429,1,34,976,2^4;61^1,61,16,20,200
12,6,52,94,10007,9610,1853,-1,76,10084,2^2;2521^1,2521,4,2520,33488
12,6,52,94,100003,99449,51888,1,24,99980,2^2;5^1;4999^1,4999,20,4998,83016
12,6,52,94,1000003,653102,51888,1,-1160,1001164,2^2;17^1;14723^1,14723,68,7361,146717
12,6,52,94,10000019,3367260,51888,-1,604,10000624,2^4;17^1;36767^1,36767,272,18383,427470
12,6,52,94,100000007,95097140,51888,1,-13544,100013552,2^4;379^1;16493^1,16493,6064,2356,62612
12,6,52,94,1000000007,629047184,51888,1,-20580,1000020588,2^2;3^1;7^1;23^1;517609^1,517609,1932,129402,3868778
12,6,52,94,10000000019,1387604074,51888,-1,102936,10000102956,2^2;3^1;47^1;67^1;264637^1,264637,37788,88212,2930340
12,6,52,94,100000000003,91766882520,51888,-1,-16524,99999983480,2^3;5^1;89^1;28089883^1,28089883,3560,28089882,1026438251
12,6,52,94,1000000000039,405180388546,51888,-1,1760328,1000001760368,2^4;13^1;4807700771^1,4807700771,208,2403850385,95825017559
12,8,11,39,1009,322,395,-1,38,1048,2^3;131^1,131,8,26,260
12,8,11,39,10007,4536,1404,1,-128,10136,2^3;7^1;181^1,181,56,90,1196
12,8,11,39,100003,5986,1404,1,-28,100032,2^6;3^1;521^1,521,192,26,432
12,8,11,39,1000003,521372,1404,-1,1844,1001848,2^3;125231^1,125231,8,8945,178288
12,8,11,39,10000019,6581212,1404,1,3424,9996596,2^2;2499149^1,2499149,4,2499148,58113937
12,8,11,39,100000007,99145309,1404,1,10872,99989136,2^4;3^2;13^1;31^1;1723^1,1723,58032,1722,45763
12,8,11,39,1000000007,606837614,1404,-1,-21096,999978912,2^5;3^3;23^1;50321^1,50321,19872,10064,300887
12,8,11,39,10000000019,8119658138,1404,1,140176,9999859844,2^2;13^1;31^1;6203387^1,6203387,1612,886198,29438861
12,8,11,39,100000000003,5982905986,1404,1,410116,99999589888,2^9;11^1;23^1;71^1;83^1;131^1,131,763355648,130,4751
12,8,11,39,1000000000039,752136752169,1404,-1,1480088,1000001480128,2^6;7^2;227^1;1404749^1,1404749,711872,351187,13999416
12,8,23,59,1009,552,530,-1,38,1048,2^3;131^1,131,8,26,260
12,8,23,59,10007,578,613,1,40,9968,2^4;7^1;89^1,89,112,11,147
12,8,23,59,100003,16273,10620,1,388,99616,2^5;11^1;283^1,283,352,282,4684
12,8,23,59,1000003,772885,10620,1,1108,998896,2^4;149^1;419^1,419,2384,209,4166
12,8,23,59,10000019,9694935,10620,1,-1636,10001656,2^3;7^1;178601^1,178601,56,178600,4153075
12,8,23,59,100000007,80338990,10620,1,-12312,100012320,2^5;3^4;5^1;7717^1,7717,12960,1929,51264
12,8,23,59,1000000007,176271189,10620,-1,-16912,999983096,2^3;7^1;17856841^1,17856841,56,5952280,177957416
12,8,23,59,10000000019,9016949171,10620,1,-117372,10000117392,2^4;3^1;19^1;31^1;353711^1,353711,28272,176855,5874996
12,8,23,59,100000000003,72203389834,10620,1,-103300,100000103304,2^3;3^1;31^1;134408741^1,134408741,744,13440874,491145787
12,8,23,59,1000000000039,37288135596,10620,1,447288,999999552752,2^4;19^1;23^1;7027^1;20353^1,20353,49132784,20352,811295
12,8,39,83,1009,987,606,1,-10,1020,2^2;3^1;5^1;17^1,17,60,16,160
12,8,39,83,10007,8468,855,-1,-32,9976,2^3;29^1;43^1,43,232,21,280
12,8,39,83,100003,86090,30876,1,316,99688,2^3;17^1;733^1,733,136,61,1014
12,8,39,83,1000003,856980,30876,1,76,999928,2^3;124991^1,124991,8,62495,1245624
12,8,39,83,10000019,4286834,30876,-1,-2360,9997660,2^2;5^1;499883^1,499883,20,249941,5812003
12,8,39,83,100000007,20404200,30876,-1,-1872,99998136,2^3;3^2;7^1;198409^1,198409,504,24801,659098
12,8,39,83,1000000007,764088619,30876,1,34716,999965292,2^2;3^1;211^1;394931^1,394931,2532,197465,5903681
12,8,39,83,10000000019,1951029931,30876,-1,19092,10000019112,2^3;3^1;43^1;2087^1;4643^1,4643,2153784,2321,77102
12,8,39,83,100000000003,94558880688,30876,1,-309572,100000309576,2^3;89^1;103^1;631^1;2161^1,2161,46275016,1080,39465
12,8,39,83,1000000000039,811892732252,30876,-1,-998664,999999001376,2^5;31249968793^1,31249968793,32,31249968792,1245721791536
12,11,12,47,1009,138,564,-1,58,1068,2^2;3^1;89^1,89,12,88,879
12,11,12,47,10007,2990,564,1,112,9896,2^3;1237^1,1237,8,309,4107
12,11,12,47,100003,55330,564,1,-524,100528,2^4;61^1;103^1,103,976,17,283
12,11,12,47,1000003,574479,564,-1,-508,999496,2^3;101^1;1237^1,1237,808,618,12318
12,11,12,47,10000019,1063841,564,-1,360,10000380,2^2;3^1;5^1;13^1;12821^1,12821,780,3205,74528
12,11,12,47,100000007,55319162,564,-1,-4560,99995448,2^3;3^1;7^1;431^1;1381^1,1381,72408,276,7335
12,11,12,47,1000000007,638297886,564,-1,52956,1000052964,2^2;3^2;27779249^1,27779249,36,27779248,830525980
12,11,12,47,10000000019,1702127672,564,1,-33940,10000033960,2^3;5^1;7^1;47^1;759881^1,759881,13160,759880,25242668
12,11,12,47,100000000003,87234042565,564,1,-174964,100000174968,2^3;3^3;462963773^1,462963773,216,462963772,16917255973
12,11,12,47,1000000000039,617021276629,564,1,-79352,1000000079392,2^5;59^1;2903^1;182453^1,182453,5480864,45613,1818278
12,11,39,92,1009,738,642,-1,26,1036,2^2;7^1;37^1,37,28,3,30
12,11,39,92,10007,1862,891,1,184,9824,2^5;307^1,307,32,153,2034
12,11,39,92,100003,83350,30912,1,168,99836,2^2;11^1;2269^1,2269,44,567,9418
12,11,39,92,1000003,131601,30912,-1,-564,999440,2^4;5^1;13^1;31^2,31,32240,3,60
12,11,39,92,10000019,943326,30912,-1,5040,10005060,2^2;3^1;5^1;13^1;101^1;127^1,127,78780,126,2930
12,11,39,92,100000007,73874230,30912,1,11560,99988448,2^5;7^1;71^1;6287^1,6287,15904,6286,167054
12,11,39,92,1000000007,204580748,30912,-1,15288,1000015296,2^6;3^1;7^1;19^1;39161^1,39161,25536,1780,53218
12,11,39,92,10000000019,4670031066,30912,1,108436,9999891584,2^7;78124153^1,78124153,128,26041384,865076052
12,11,39,92,100000000003,737577641,30912,-1,342844,100000342848,2^6;3^1;7^1;2551^1;29167^1,29167,3428544,4861,177627
12,11,39,92,1000000000039,353649068338,30912,1,679960,999999320080,2^4;5^1;1013^1;12339577^1,12339577,81040,12339576,491894211
12,12,26,74,1009,695,324,1,18,992,2^5;31^1,31,32,30,300
12,12,26,74,10007,9429,2425,1,-36,10044,2^2;3^4;31^1,31,324,3,40
12,12,26,74,100003,49810,12432,-1,52,100056,2^3;3^1;11^1;379^1,379,264,189,3140
12,12,26,74,1000003,861008,12432,1,-1580,1001584,2^4;59^1;1061^1,1061,944,530,10564
12,12,26,74,10000019,4980706,12432,1,1184,9998836,2^2;23^1;251^1;433^1,433,23092,432,10046
12,12,26,74,100000007,42471047,12432,-1,11536,100011544,2^3;17^1;23^1;31973^1,31973,3128,15986,424835
12,12,26,74,1000000007,501930507,12432,-1,-35968,999964040,2^3;5^1;593^1;42157^1,42157,23720,42156,1260353
12,12,26,74,10000000019,6409266423,12432,1,82740,9999917280,2^5;3^2;5^1;6944387^1,6944387,1440,6944386,230687510
12,12,26,74,100000000003,49806949810,12432,-1,301048,100000301052,2^2;3^1;601^1;863^1;16067^1,16067,6223956,16066,587072
12,12,26,74,1000000000039,386100386117,12432,-1,1231672,1000001231712,2^5;3^3;7^1;1483^1;111493^1,111493,8969184,342,13634
12,13,24,73,1009,522,555,1,34,976,2^4;61^1,61,16,20,200
12,13,24,73,10007,3379,9636,1,108,9900,2^2;3^2;5^2;11^1,11,900,10,133
12,13,24,73,100003,29517,9636,1,-488,100492,2^2;7^1;37^1;97^1,97,1036,24,399
12,13,24,73,1000003,620178,9636,1,-1444,1001448,2^3;3^2;7^1;1987^1,1987,504,993,19793
12,13,24,73,10000019,1469494,9636,1,1112,9998908,2^2;2499727^1,2499727,4,416621,9687897
12,13,24,73,100000007,77584067,9636,1,-8948,100008956,2^2;1051^1;23789^1,23789,4204,23788,632177
12,13,24,73,1000000007,70983813,9636,-1,-2288,999997720,2^3;5^1;29^1;862067^1,862067,1160,862066,25773492
12,13,24,73,10000000019,5815691171,9636,-1,45604,10000045624,2^3;79^1;15822857^1,15822857,632,15822856,525623899
12,13,24,73,100000000003,39103362394,9636,-1,566964,100000566968,2^3;12500070871^1,12500070871,8,4166690290,152255900908
12,13,24,73,1000000000039,804483188078,9636,-1,141000,1000000141040,2^4;5^1;2083^1;6000961^1,6000961,166640,2000320,79739031
12,13,33,88,1009,96,940,-1,2,1012,2^2;11^1;23^1,23,44,22,220
12,13,33,88,10007,1565,1106,-1,28,10036,2^2;13^1;193^1,193,52,64,851
12,13,33,88,100003,53128,21120,-1,-220,99784,2^3;12473^1,12473,8,3118,51789
12,13,33,88,1000003,531253,21120,1,-316,1000320,2^7;3^1;5^1;521^1,521,1920,65,1296
12,13,33,88,10000019,312502,21120,-1,-1148,9998872,2^3;13^1;79^1;1217^1,1217,8216,304,7070
12,13,33,88,100000007,65625006,21120,-1,-9180,99990828,2^2;3^3;7^1;132263^1,132263,756,132262,3514919
12,13,33,88,1000000007,656250006,21120,-1,-45264,999954744,2^3;3^1;41664781^1,41664781,24,10416195,311416658
12,13,33,88,10000000019,312500002,21120,1,25268,9999974752,2^5;1327^1;235493^1,235493,42464,235492,7822875
12,13,33,88,100000000003,53125000003,21120,-1,607140,100000607144,2^3;37^1;337839889^1,337839889,296,56306648,2057512996
12,13,33,88,1000000000039,656250000027,21120,-1,1419280,1000001419320,2^3;3^1;5^1;41^1;181^1;1122941^1,1122941,890520,8021,319743
20,1,5,16,1009,80,271,1,26,984,2^3;3^1;41^1,41,24,10,100
20,1,5,16,10007,2972,1280,-1,-16,9992,2^3;1249^1,1249,8,39,519
20,1,5,16,100003,10939,1280,-1,296,100300,2^2;5^2;17^1;59^1,59,1700,29,482
20,1,5,16,1000003,609378,1280,-1,-220,999784,2^3;47^1;2659^1,2659,376,1329,26490
20,1,5,16,10000019,3593758,1280,1,-2620,10002640,2^4;5^1;97^1;1289^1,1289,7760,184,4279
20,1,5,16,100000007,54687505,1280,-1,-5552,99994456,2^3;12499307^1,12499307,8,6249653,166087184
20,1,5,16,1000000007,546875005,1280,-1,41184,1000041192,2^3;3^2;13889461^1,13889461,72,13889460,415258087
20,1,5,16,10000000019,3593750008,1280,1,-137436,10000137456,2^4;3^2;19^1;3655021^1,3655021,2736,3655020,121417137
20,1,5,16,100000000003,60937500003,1280,-1,146184,100000146188,2^2;59^1;423729433^1,423729433,236,47081048,1720398417
20,1,5,16,1000000000039,46875000003,1280,1,1227972,999998772068,2^2;73^1;3547^1;965507^1,965507,1035724,482753,19244050
20,1,16,29,1009,959,628,1,-6,1016,2^3;127^1,127,8,63,629
20,1,16,29,10007,4855,8700,-1,-100,9908,2^2;2477^1,2477,4,2476,32903
20,1,16,29,100003,89429,8700,1,-332,100336,2^4;6271^1,6271,16,3135,52072
20,1,16,29,1000003,790808,8700,-1,-440,999564,2^2;3^1;31^1;2687^1,2687,372,2686,53537
20,1,16,29,10000019,7195417,8700,1,-2192,10002212,2^2;11^1;31^1;7333^1,7333,1364,7332,170495
20,1,16,29,100000007,96781617,8700,-1,-1956,99998052,2^2;3^1;7^1;11^1;108223^1,108223,924,54111,1438023
20,1,16,29,1000000007,657471270,8700,1,35292,999964716,2^2;3^1;1013^1;82261^1,82261,12156,4570,136631
20,1,16,29,10000000019,8574712661,8700,1,-107944,10000107964,2^2;7^2;11^1;719^1;6451^1,6451,1550164,3225,107133
20,1,16,29,100000000003,68735632187,8700,-1,-33028,99999966976,2^8;7^1;13^1;4292581^1,4292581,23296,4292580,156856064
20,1,16,29,1000000000039,570114942552,8700,-1,732320,1000000732360,2^3;5^1;7^1;1033^1;3457339^1,3457339,289240,1728669,68910170
20,1,29,44,1009,906,424,-1,10,1020,2^2;3^1;5^1;17^1,17,60,16,160
20,1,29,44,10007,6296,4626,1,-116,10124,2^2;2531^1,2531,4,2530,33621
20,1,29,44,100003,20375,24640,1,308,99696,2^4;3^1;31^1;67^1,67,1488,33,549
20,1,29,44,1000003,606334,24640,-1,-496,999508,2^2;79^1;3163^1,3163,316,3162,63024
20,1,29,44,10000019,8400991,24640,-1,3428,10003448,2^3;7^2;13^2;151^1,151,66248,25,582
20,1,29,44,100000007,34334419,24640,1,-6620,100006628,2^2;109^1;229373^1,229373,436,229372,6095659
20,1,29,44,1000000007,966720787,24640,-1,33264,1000033272,2^3;3^2;7^1;359^1;5527^1,5527,180936,307,9179
20,1,29,44,10000000019,9569805214,24640,1,-104652,10000104672,2^5;3^1;41^1;2540677^1,2540677,3936,1270338,42199715
20,1,29,44,100000000003,20373376625,24640,1,-184972,100000184976,2^4;3^2;89^1;107^1;72923^1,72923,1371312,72922,2664659
20,1,29,44,1000000000039,304383116896,24640,1,-426040,1000000426080,2^5;3^1;5^1;2083334221^1,2083334221,480,104166711,4152411886
20,1,44,61,1009,463,1001,1,30,980,2^2;5^1;7^2,7,140,1,10
20,1,44,61,10007,6418,2425,1,32,9976,2^3;29^1;43^1,43,232,21,280
20,1,44,61,100003,77205,52460,1,-580,100584,2^3;3^2;11^1;127^1,127,792,42,698
20,1,44,61,1000003,873431,52460,-1,12,1000016,2^4;62501^1,62501,16,15625,311431
20,1,44,61,10000019,9466279,52460,-1,-4560,9995460,2^2;3^1;5^1;61^1;2731^1,2731,3660,2730,63483
20,1,44,61,100000007,20396495,52460,-1,7560,100007568,2^4;3^3;181^1;1279^1,1279,78192,639,16982
20,1,44,61,1000000007,667556239,52460,-1,59760,1000059768,2^3;3^2;163^1;85213^1,85213,11736,21303,636904
20,1,44,61,10000000019,392680139,52460,-1,-147524,9999852496,2^4;149^1;157^1;26717^1,26717,374288,13358,443744
20,1,44,61,100000000003,67632481894,52460,1,-27400,100000027404,2^2;3^2;2777778539^1,2777778539,36,1388889269,50751693118
20,1,44,61,1000000000039,491422035857,52460,-1,300104,1000000300144,2^4;151^1;413907409^1,413907409,2416,413907408,16499647768
20,1,61,80,1009,108,145,1,10,1000,2^3;5^3,5,200,2,20
20,1,61,80,10007,591,5937,-1,-128,9880,2^3;5^1;13^1;19^1,19,520,18,240
20,1,61,80,100003,60982,96000,1,-436,100440,2^3;3^4;5^1;31^1,31,3240,15,250
20,1,61,80,1000003,109793,96000,1,484,999520,2^5;5^1;6247^1,6247,160,694,13833
20,1,61,80,10000019,6664597,96000,1,1140,9998880,2^5;3^1;5^1;37^1;563^1,563,17760,281,6535
20,1,61,80,100000007,80895840,96000,-1,384,100000392,2^3;3^1;17^1;83^1;2953^1,2953,33864,1476,39226
20,1,61,80,1000000007,808958340,96000,-1,42048,1000042056,2^3;3^2;13^1;43^1;24847^1,24847,40248,4141,123805
20,1,61,80,10000000019,6664583347,96000,1,-180844,10000180864,2^7;78126413^1,78126413,128,2790229,92689402
20,1,61,80,100000000003,10979166668,96000,1,-23912,100000023916,2^2;13^1;17^2;233^1;28559^1,28559,3501524,28558,1043544
20,1,61,80,1000000000039,162291666674,96000,-1,-58968,999999941072,2^4;11^1;1307^1;2083^1;2087^1,2087,479156656,2086,83155
20,2,8,22,1009,521,622,-1,-2,1008,2^4;3^2;7^1,7,144,1,10
20,2,8,22,10007,8492,2640,-1,96,10104,2^3;3^1;421^1,421,24,210,2791
20,2,8,22,100003,6062,2640,1,272,99732,2^2;3^1;8311^1,8311,12,4155,69014
20,2,8,22,1000003,696973,2640,-1,52,1000056,2^3;3^1;41669^1,41669,24,20834,415255
20,2,8,22,10000019,3030310,2640,1,2124,9997896,2^3;3^1;416579^1,416579,24,416578,9686897
20,2,8,22,100000007,84848492,2640,-1,-16768,99983240,2^3;5^1;7^1;357083^1,357083,280,357082,9489606
20,2,8,22,1000000007,575757581,2640,-1,54476,1000054484,2^2;11^1;13^1;59^1;29633^1,29633,33748,29632,885919
20,2,8,22,10000000019,9393939413,2640,-1,74812,10000074832,2^4;11^1;17^1;19^1;175909^1,175909,56848,175908,5843538
20,2,8,22,100000000003,6060606062,2640,1,-28552,100000028556,2^2;3^2;2777778571^1,2777778571,36,1388889285,50751693702
20,2,8,22,1000000000039,969696969736,2640,-1,-1261440,999998738600,2^3;5^2;4999993693^1,4999993693,200,2499996846,99657717119
20,2,22,40,1009,1005,865,1,-46,1056,2^5;3^1;11^1,11,96,10,100
20,2,22,40,10007,5655,5993,-1,112,10120,2^3;5^1;11^1;23^1,23,440,11,147
20,2,22,40,100003,98504,16000,1,164,99840,2^9;3^1;5^1;13^1,13,7680,12,200
20,2,22,40,1000003,985004,16000,1,-1076,1001080,2^3;5^1;29^1;863^1,863,1160,862,17182
20,2,22,40,10000019,9450019,16000,-1,5500,10005520,2^4;5^1;7^1;17^1;1051^1,1051,9520,525,12209
20,2,22,40,100000007,56500005,16000,-1,-11460,99988548,2^2;3^1;11^1;401^1;1889^1,1889,52932,472,12544
20,2,22,40,1000000007,565000005,16000,-1,14148,1000014156,2^2;3^2;19^1;1462009^1,1462009,684,243668,7285029
20,2,22,40,10000000019,9450000019,16000,-1,-32900,9999967120,2^4;5^1;11^1;13^1;17^1;51419^1,51419,194480,25709,854035
20,2,22,40,100000000003,98500000004,16000,1,299404,99999700600,2^3;5^2;2971^1;168293^1,168293,594200,168292,6149594
20,2,22,40,1000000000039,845000000034,16000,1,82664,999999917376,2^6;3^1;43^1;1399^1;86579^1,86579,11550144,43289,1725636
20,2,40,62,1009,431,706,1,-14,1024,2^10,2,512,1,10
20,2,40,62,10007,1700,7092,1,128,9880,2^3;5^1;13^1;19^1,19,520,18,240
20,2,40,62,100003,2378,47120,-1,-300,99704,2^3;11^2;103^1,103,968,17,283
20,2,40,62,1000003,848900,47120,1,-264,1000268,2^2;29^1;8623^1,8623,116,4311,85926
20,2,40,62,10000019,6095089,47120,-1,-1084,9998936,2^3;107^1;11681^1,11681,856,11680,271601
20,2,40,62,100000007,31239392,47120,1,5568,99994440,2^3;3^1;5^1;7^1;13^1;9157^1,9157,10920,2289,60832
20,2,40,62,1000000007,443123943,47120,1,-48816,1000048824,2^3;3^2;13889567^1,13889567,72,13889566,415261256
20,2,40,62,10000000019,7470288640,47120,-1,-48956,9999951064,2^3;59^1;61^1;347317^1,347317,28792,28943,961466
20,2,40,62,100000000003,2546689305,47120,1,-10676,100000010680,2^3;5^1;73^1;79^1;433501^1,433501,230680,108375,3960154
20,2,40,62,1000000000039,388794567079,47120,1,842620,999999157420,2^2;5^1;2713^1;18429767^1,18429767,54260,18429766,734668290
20,2,62,88,1009,890,664,-1,-6,1004,2^2;251^1,251,4,25,250
20,2,62,88,10007,8651,5530,1,-8,10016,2^5;313^1,313,32,78,1037
20,2,62,88,100003,24926,5597,1,-276,100280,2^3;5^1;23^1;109^1,109,920,108,1794
20,2,62,88,1000003,703791,105600,-1,-1500,998504,2^3;13^1;9601^1,9601,104,9600,191344
20,2,62,88,10000019,1462125,105600,-1,-1444,9998576,2^4;7^1;89273^1,89273,112,89272,2075887
20,2,62,88,100000007,86439401,105600,1,10784,99989224,2^3;12498653^1,12498653,8,3124663,83039247
20,2,62,88,1000000007,955303038,105600,1,11604,999988404,2^2;3^1;59^1;1412413^1,1412413,708,470804,14075794
20,2,62,88,10000000019,6007575770,105600,1,51860,9999948160,2^7;5^1;15624919^1,15624919,640,7812459,259524271
20,2,62,88,100000000003,24924242426,105600,1,173232,99999826772,2^2;81563^1;306511^1,306511,326252,6010,219613
20,2,62,88,1000000000039,312878787892,105600,-1,-386976,999999613064,2^3;47^1;3847^1;691337^1,691337,1446472,172834,6889706
20,4,11,31,1009,378,304,-1,-30,980,2^2;5^1;7^2,7,140,1,10
20,4,11,31,10007,5858,4340,-1,144,10152,2^3;3^3;47^1,47,216,46,612
